timestamp, accX, accY, gyroZ, button
926, 0.10134310134310134, -0.2954822954822955, 0.03125, 0.0
927, 0.05616605616605617, -0.2515262515262515, 0.0, 0.0
928, -0.06715506715506715, -0.2222222222222222, 0.0, 0.0
929, -0.07081807081807082, -0.08424908424908426, 0.0, 0.0
1, -0.07081807081807082, -0.05616605616605617, 0.03125, 0.0
2, -0.013431013431013432, -0.018315018315018316, 0.0, 0.0
3, -0.0231990231990232, -0.02442002442002442, 0.0, 0.0
4, 0.07203907203907203, -0.12698412698412698, 0.03125, 0.0
5, 0.05128205128205128, -0.11477411477411477, 0.0, 0.0
6, -0.12942612942612944, 0.03540903540903541, 0.0, 0.0
7, -0.03785103785103785, -0.014652014652014652, 0.0, 0.0
8, 0.007326007326007326, -0.030525030525030524, 0.0, 0.0
9, -0.12576312576312576, 0.015873015873015872, 0.0, 0.0
10, -0.1282051282051282, -0.03785103785103785, 0.03125, 0.0
11, -0.054945054945054944, -0.07081807081807082, 0.03125, 0.0
12, -0.1221001221001221, -0.002442002442002442, 0.03125, 0.0
13, -0.014652014652014652, -0.03663003663003663, 0.0625, 0.0
14, 0.014652014652014652, -0.03663003663003663, 0.0625, 0.0
15, 0.08424908424908426, -0.14896214896214896, 0.0625, 0.0
16, 0.11965811965811966, -0.12332112332112333, 0.03125, 0.0
17, 0.0, -0.047619047619047616, 0.03125, 0.0
18, -0.018315018315018316, -0.026862026862026864, 0.03125, 0.0
19, -0.03540903540903541, 0.017094017094017096, 0.03125, 0.0
20, -0.008547008547008548, -0.028083028083028084, 0.03125, 0.0
21, -0.006105006105006105, -0.03785103785103785, 0.03125, 0.0
22, 0.17704517704517705, -0.07081807081807082, 0.03125, 0.0
23, 0.3626373626373626, -0.05128205128205128, 0.0, 0.0
24, -0.2625152625152625, 0.09523809523809523, 0.0, 0.0
25, -0.1391941391941392, -0.052503052503052504, 0.0, 0.0
26, -0.14896214896214896, -0.05128205128205128, 0.0, 0.0
27, -0.1794871794871795, -0.09401709401709402, 0.03125, 0.0
28, 0.06349206349206349, -0.2686202686202686, 0.03125, 0.0
29, 0.0695970695970696, -0.18192918192918192, 0.03125, 0.0
30, -0.10866910866910867, -0.07448107448107448, 0.03125, 0.0
31, -0.02442002442002442, -0.05616605616605617, 0.0625, 0.0
32, 0.04395604395604396, -0.04151404151404151, 0.0625, 0.0
33, 0.0463980463980464, -0.015873015873015872, 0.0625, 0.0
34, -0.02564102564102564, -0.02197802197802198, 0.0625, 0.0
35, -0.026862026862026864, -0.026862026862026864, 0.0625, 0.0
36, 0.007326007326007326, -0.047619047619047616, 0.03125, 0.0
37, 0.030525030525030524, -0.06593406593406594, 0.03125, 0.0
38, -0.002442002442002442, -0.05128205128205128, 0.03125, 0.0
39, -0.1514041514041514, 0.04884004884004884, 0.03125, 0.0
40, -0.10989010989010989, 0.013431013431013432, 0.03125, 0.0
41, -0.001221001221001221, -0.052503052503052504, 0.0625, 0.0
42, 0.02197802197802198, -0.03663003663003663, 0.0625, 0.0
43, 0.015873015873015872, -0.03663003663003663, 0.0625, 0.0
44, -0.08791208791208792, 0.05372405372405373, 0.0625, 0.0
45, -0.14407814407814407, -0.015873015873015872, 0.0625, 0.0
46, -0.028083028083028084, -0.1111111111111111, 0.0625, 0.0
47, 0.02442002442002442, -0.1330891330891331, 0.09375, 0.0
48, 0.0695970695970696, -0.11233211233211234, 0.0625, 0.0
49, 0.08302808302808302, -0.12454212454212454, 0.03125, 0.0
50, -0.009768009768009768, -0.05372405372405373, 0.03125, 0.0
51, -0.02442002442002442, -0.01221001221001221, 0.03125, 0.0
52, -0.08302808302808302, 0.003663003663003663, 0.03125, 0.0
53, -0.028083028083028084, -0.05128205128205128, 0.0625, 0.0
54, -0.01098901098901099, -0.030525030525030524, 0.0625, 0.0
55, 0.0, -0.026862026862026864, 0.0625, 0.0
56, 0.04151404151404151, -0.057387057387057384, 0.0625, 0.0
57, 0.09035409035409035, -0.10378510378510379, 0.03125, 0.0
