timestamp, accX, accY, gyroZ, button
44, -0.0231990231990232, -0.026862026862026864, 0.03125, 0.0
45, -0.001221001221001221, -0.05128205128205128, 0.03125, 0.0
46, 0.030525030525030524, -0.06227106227106227, 0.03125, 0.0
47, -0.001221001221001221, -0.03785103785103785, 0.03125, 0.0
48, -0.009768009768009768, -0.014652014652014652, 0.03125, 0.0
49, -0.0231990231990232, -0.018315018315018316, 0.03125, 0.0
50, -0.015873015873015872, -0.02442002442002442, 0.03125, 0.0
51, 0.0231990231990232, -0.050061050061050064, 0.03125, 0.0
52, 0.0, -0.028083028083028084, 0.03125, 0.0
53, -0.01098901098901099, -0.020757020757020756, 0.03125, 0.0
54, -0.026862026862026864, -0.028083028083028084, 0.03125, 0.0
55, -0.009768009768009768, -0.030525030525030524, 0.03125, 0.0
56, 0.006105006105006105, -0.03418803418803419, 0.03125, 0.0
57, 0.01221001221001221, -0.042735042735042736, 0.03125, 0.0
58, 0.004884004884004884, -0.031746031746031744, 0.03125, 0.0
59, -0.026862026862026864, -0.018315018315018316, 0.03125, 0.0
60, -0.029304029304029304, -0.006105006105006105, 0.03125, 0.0
61, -0.002442002442002442, -0.026862026862026864, 0.0625, 0.0
62, 0.03540903540903541, -0.045177045177045176, 0.03125, 0.0
63, 0.03907203907203907, -0.06715506715506715, 0.03125, 0.0
64, -0.040293040293040296, -0.031746031746031744, 0.03125, 0.0
65, -0.06715506715506715, -0.020757020757020756, 0.03125, 0.0
66, 0.013431013431013432, -0.0695970695970696, 0.0625, 0.0
67, 0.029304029304029304, -0.05128205128205128, 0.03125, 0.0
68, 0.0, -0.028083028083028084, 0.03125, 0.0
69, -0.07814407814407814, -0.01098901098901099, 0.03125, 0.0
70, -0.03907203907203907, -0.004884004884004884, 0.03125, 0.0
71, 0.008547008547008548, -0.02442002442002442, 0.03125, 0.0
72, 0.004884004884004884, -0.03663003663003663, 0.03125, 0.0
73, -0.013431013431013432, -0.026862026862026864, 0.03125, 0.0
74, -0.031746031746031744, -0.03418803418803419, 0.03125, 0.0
75, -0.019536019536019536, -0.03418803418803419, 0.03125, 0.0
76, -0.004884004884004884, -0.026862026862026864, 0.03125, 0.0
77, 0.013431013431013432, -0.03540903540903541, 0.0625, 0.0
78, 0.004884004884004884, -0.03540903540903541, 0.03125, 0.0
79, -0.007326007326007326, -0.02442002442002442, 0.03125, 0.0
80, -0.026862026862026864, -0.01098901098901099, 0.03125, 0.0
81, -0.014652014652014652, -0.026862026862026864, 0.03125, 0.0
82, -0.002442002442002442, -0.028083028083028084, 0.03125, 0.0
83, 0.001221001221001221, -0.03296703296703297, 0.03125, 0.0
84, -0.017094017094017096, -0.029304029304029304, 0.03125, 0.0
85, -0.017094017094017096, -0.031746031746031744, 0.03125, 0.0
86, -0.001221001221001221, -0.040293040293040296, 0.03125, 0.0
87, 0.017094017094017096, -0.11721611721611722, 0.03125, 0.0
88, 0.03663003663003663, 0.001221001221001221, 0.03125, 0.0
89, -0.030525030525030524, 0.12942612942612944, 0.03125, 0.0
90, -0.10989010989010989, 0.11233211233211234, 0.0625, 0.0
91, 0.006105006105006105, -0.003663003663003663, 0.09375, 0.0
92, 0.1343101343101343, -0.2698412698412698, 0.0625, 0.0
93, 0.07936507936507936, -0.16117216117216118, 0.0625, 0.0
94, -0.003663003663003663, 0.002442002442002442, 0.03125, 0.0
95, -0.1391941391941392, -0.03785103785103785, 0.0, 0.0
96, -0.3601953601953602, -0.09768009768009768, -0.03125, 0.0
97, -0.47863247863247865, -0.13553113553113552, 0.0, 0.0
98, -0.15995115995115994, -0.17704517704517705, 0.03125, 0.0
99, -0.03418803418803419, -0.017094017094017096, 0.0625, 0.0
100, 0.1514041514041514, -0.2222222222222222, 0.1875, 0.0
101, 0.050061050061050064, -0.10256410256410256, 0.125, 0.0
102, 0.0231990231990232, -0.10744810744810745, 0.125, 0.0
103, -0.15262515262515264, 0.14652014652014653, 0.15625, 0.0
104, -0.19291819291819293, 0.16971916971916973, 0.15625, 0.0
105, -0.10622710622710622, 0.042735042735042736, 0.21875, 0.0
106, 0.0989010989010989, -0.15506715506715507, 0.1875, 0.0
107, 0.20512820512820512, -0.19658119658119658, 0.125, 0.0
108, -0.017094017094017096, -0.20146520146520147, 0.0625, 0.0
109, -0.2490842490842491, 0.02564102564102564, 0.09375, 0.0
110, -0.22832722832722832, 0.24786324786324787, 0.15625, 0.0
111, -0.02197802197802198, -0.03418803418803419, 0.125, 0.0
112, 0.10744810744810745, -0.20512820512820512, 0.09375, 0.0
113, 0.06593406593406594, -0.12454212454212454, 0.09375, 0.0
114, 0.009768009768009768, -0.05860805860805861, 0.125, 0.0
115, 0.15384615384615385, -0.23321123321123322, 0.15625, 0.0
116, 0.22344322344322345, -0.23931623931623933, 0.125, 0.0
117, 0.27106227106227104, -0.43345543345543347, 0.0625, 0.0
118, 0.09768009768009768, -0.36874236874236876, -0.0625, 0.0
119, 0.09157509157509157, -0.2698412698412698, -0.03125, 0.0
120, 0.1623931623931624, -0.2600732600732601, -0.0625, 0.0
121, 0.02197802197802198, -0.013431013431013432, -0.125, 0.0
122, -0.2503052503052503, 0.32234432234432236, -0.15625, 0.0
123, -0.11355311355311355, 0.21611721611721613, -0.21875, 0.0
124, -0.5103785103785103, -0.4432234432234432, -0.34375, 0.0
125, -0.6923076923076923, -1.105006105006105, -0.375, 0.0
126, -0.48473748473748474, -0.9682539682539683, -0.3125, 0.0
127, -0.23443223443223443, -0.5311355311355311, 0.0, 0.0
128, 0.07448107448107448, -0.3553113553113553, 0.40625, 0.0
129, 0.026862026862026864, -0.08791208791208792, 0.375, 0.0
130, -0.05372405372405373, 0.2454212454212454, 0.3125, 0.0
131, 0.0463980463980464, 0.18803418803418803, 0.40625, 0.0
132, 0.1514041514041514, -0.10866910866910867, 0.375, 0.0
133, 0.4175824175824176, -0.33455433455433453, 0.40625, 0.0
134, 0.29914529914529914, -0.4908424908424908, 0.34375, 0.0
135, -0.10134310134310134, -0.48595848595848595, 0.3125, 0.0
136, 0.06349206349206349, -1.0231990231990231, 0.5, 0.0
137, 0.9316239316239316, -1.3308913308913308, 0.59375, 0.0
138, 1.0818070818070817, -1.1660561660561661, 0.4375, 0.0
139, 0.36385836385836384, -1.0097680097680097, 0.34375, 0.0
140, 0.16483516483516483, -1.452991452991453, 0.3125, 0.0
141, 1.2405372405372406, -1.8327228327228327, 0.1875, 0.0
142, 1.15995115995116, -1.4065934065934067, -0.0625, 0.0
143, 0.12576312576312576, -0.7277167277167277, -0.125, 0.0
144, -0.12698412698412698, -0.4444444444444444, -0.15625, 0.0
145, 0.2222222222222222, -0.6532356532356532, -0.21875, 0.0
146, 0.042735042735042736, -0.43956043956043955, -0.21875, 0.0
147, -0.41147741147741146, 0.0695970695970696, -0.21875, 0.0
148, -0.5518925518925519, 0.3321123321123321, -0.1875, 0.0
149, -0.3247863247863248, 0.2258852258852259, -0.1875, 0.0
150, -0.6996336996336996, 0.5067155067155067, -0.1875, 0.0
151, -1.0537240537240538, 0.5213675213675214, -0.15625, 0.0
152, -0.938949938949939, 0.2857142857142857, -0.15625, 0.0
153, -1.0256410256410255, 0.19413919413919414, -0.0625, 0.0
154, -0.78998778998779, 0.10378510378510379, 0.0, 0.0
155, -0.43101343101343104, 0.0695970695970696, 0.03125, 0.0
156, -0.5726495726495726, 0.2039072039072039, 0.03125, 0.0
157, -0.7362637362637363, 0.29304029304029305, 0.0625, 0.0
158, -0.4444444444444444, 0.28083028083028083, 0.09375, 0.0
159, -0.003663003663003663, 0.018315018315018316, 0.09375, 0.0
160, -0.04395604395604396, 0.0231990231990232, 0.125, 0.0
161, -0.1111111111111111, 0.06349206349206349, 0.15625, 0.0
162, -0.008547008547008548, -0.07814407814407814, 0.15625, 0.0
163, 0.442002442002442, -0.5238095238095238, 0.15625, 0.0
164, 0.5054945054945055, -0.5653235653235653, 0.1875, 0.0
165, 0.42002442002442003, -0.5995115995115995, 0.15625, 0.0
166, 0.2625152625152625, -0.4932844932844933, 0.15625, 0.0
167, 0.3137973137973138, -0.33821733821733824, 0.15625, 0.0
168, 0.4078144078144078, -0.2954822954822955, 0.15625, 0.0
169, 0.33577533577533575, -0.1684981684981685, 0.15625, 0.0
170, 0.13064713064713065, -0.09645909645909646, 0.125, 0.0
171, -0.007326007326007326, -0.18803418803418803, 0.09375, 0.0
172, -0.026862026862026864, -0.3064713064713065, 0.0625, 0.0
173, 0.05616605616605617, -0.30036630036630035, 0.0625, 0.0
174, 0.10256410256410256, -0.17338217338217338, 0.0625, 0.0
175, -0.11721611721611722, 0.03418803418803419, 0.03125, 0.0
176, -0.33821733821733824, 0.040293040293040296, 0.03125, 0.0
177, -0.47496947496947495, -0.1111111111111111, 0.03125, 0.0
178, -0.4835164835164835, -0.1330891330891331, 0.0625, 0.0
179, -0.2893772893772894, -0.16971916971916973, 0.125, 0.0
180, -0.1282051282051282, -0.08302808302808302, 0.15625, 0.0
181, -0.019536019536019536, -0.06349206349206349, 0.15625, 0.0
182, 0.05860805860805861, -0.13553113553113552, 0.15625, 0.0
183, 0.10744810744810745, -0.2039072039072039, 0.15625, 0.0
184, -0.07326007326007326, -0.16483516483516483, 0.21875, 0.0
185, -0.08302808302808302, -0.18437118437118438, 0.25, 0.0
186, 0.05128205128205128, -0.3321123321123321, 0.21875, 0.0
187, 0.03296703296703297, -0.29914529914529914, 0.21875, 0.0
188, 0.08669108669108669, -0.09523809523809523, 0.1875, 0.0
189, 0.001221001221001221, 0.0927960927960928, 0.15625, 0.0
190, -0.08180708180708181, 0.04151404151404151, 0.09375, 0.0
191, -0.030525030525030524, -0.08913308913308914, 0.03125, 0.0
192, 0.0, -0.06349206349206349, 0.0, 0.0
193, -0.221001221001221, -0.018315018315018316, 0.0, 0.0
194, -0.2515262515262515, 0.007326007326007326, 0.03125, 0.0
195, -0.11721611721611722, -0.0231990231990232, 0.0625, 0.0
196, 0.06471306471306472, -0.231990231990232, 0.09375, 0.0
197, 0.1111111111111111, -0.21367521367521367, 0.09375, 0.0
198, -0.008547008547008548, -0.006105006105006105, 0.0625, 0.0
199, -0.0927960927960928, 0.10012210012210013, 0.0, 0.0
200, 0.07203907203907203, -0.047619047619047616, -0.0625, 0.0
201, -0.029304029304029304, -0.09401709401709402, -0.0625, 0.0
202, -0.07081807081807082, -0.007326007326007326, -0.0625, 0.0
203, -0.09157509157509157, -0.12576312576312576, -0.03125, 0.0
204, -0.009768009768009768, -0.03540903540903541, 0.0, 0.0
205, -0.0989010989010989, 0.04395604395604396, 0.03125, 0.0
206, -0.18803418803418803, 0.006105006105006105, 0.09375, 0.0
207, -0.004884004884004884, -0.020757020757020756, 0.09375, 0.0
208, 0.04151404151404151, -0.03418803418803419, 0.09375, 0.0
209, -0.01098901098901099, -0.030525030525030524, 0.03125, 0.0
210, 0.02442002442002442, -0.15018315018315018, 0.0, 0.0
211, -0.1514041514041514, -0.29426129426129427, 0.0, 0.0
212, -0.28327228327228327, 0.1794871794871795, 0.03125, 0.0
213, -0.14163614163614163, 0.03785103785103785, 0.0625, 0.0
214, -0.13797313797313798, 0.009768009768009768, 0.0, 0.0
215, 0.32112332112332115, -0.26373626373626374, 0.125, 0.0
216, 0.21001221001221002, -0.10378510378510379, 0.09375, 1.0
217, 0.26373626373626374, -0.4725274725274725, 0.125, 1.0
218, 0.10866910866910867, -0.10744810744810745, 0.1875, 1.0
219, -0.047619047619047616, 0.017094017094017096, 0.1875, 1.0
220, 0.6043956043956044, -0.1978021978021978, 0.25, 1.0
221, 0.7032967032967034, -0.2515262515262515, 0.25, 1.0
222, 0.8144078144078144, 0.37484737484737485, 0.1875, 1.0
223, 0.4810744810744811, 0.2673992673992674, 0.09375, 1.0
224, 0.8205128205128205, -0.1282051282051282, 0.03125, 1.0
225, 1.376068376068376, -0.4249084249084249, -0.125, 1.0
226, 1.0879120879120878, -0.7057387057387058, -0.125, 1.0
227, 1.3894993894993894, -0.5897435897435898, -0.0625, 1.0
228, 1.4126984126984128, -0.5152625152625152, -0.15625, 1.0
229, 1.5653235653235653, -0.3540903540903541, -0.25, 1.0
230, 1.4603174603174602, -0.7411477411477412, -0.34375, 1.0
231, 1.21001221001221, -0.9206349206349206, -0.40625, 1.0
232, 1.0476190476190477, -0.6654456654456654, -0.5625, 1.0
233, 0.6752136752136753, -0.4432234432234432, -0.59375, 1.0
234, 0.3333333333333333, -0.30158730158730157, -0.625, 1.0
235, 0.33821733821733824, 0.015873015873015872, -0.71875, 1.0
236, 0.14652014652014653, -0.2686202686202686, -0.84375, 1.0
237, -0.0463980463980464, -0.6434676434676435, -0.8125, 1.0
238, -0.16605616605616605, -0.7716727716727717, -0.8125, 1.0
239, -0.5103785103785103, -0.09768009768009768, -0.8125, 1.0
240, -0.6251526251526252, -0.36752136752136755, -0.8125, 1.0
241, -0.23809523809523808, -1.2075702075702075, -0.875, 1.0
242, -0.46153846153846156, -1.1978021978021978, -0.96875, 1.0
243, -0.8656898656898657, -0.9743589743589743, -1.03125, 1.0
244, -1.0390720390720392, -0.9963369963369964, -1.03125, 1.0
245, -1.0903540903540903, -0.8095238095238095, -1.09375, 1.0
246, -1.9084249084249085, -0.7704517704517705, -1.15625, 1.0
247, -2.173382173382173, -1.115995115995116, -1.125, 1.0
248, -2.3394383394383396, -0.8547008547008547, -1.125, 1.0
249, -2.9743589743589745, -0.34065934065934067, -1.0625, 1.0
250, -2.7435897435897436, -0.10622710622710622, -0.90625, 1.0
251, -2.3076923076923075, -0.24786324786324787, -0.78125, 1.0
252, -2.970695970695971, -0.16361416361416362, -0.6875, 1.0
253, -2.5702075702075704, -0.02442002442002442, -0.625, 1.0
254, -1.8962148962148961, -0.3235653235653236, -0.5625, 1.0
255, -1.1575091575091576, -0.4017094017094017, -0.5, 1.0
256, -1.297924297924298, -0.49694749694749696, -0.46875, 1.0
257, -2.128205128205128, -1.0463980463980465, -0.5, 1.0
258, -2.52014652014652, -0.43833943833943834, -0.5, 1.0
259, -2.774114774114774, -0.18315018315018314, -0.28125, 1.0
260, -2.3882783882783882, 0.25274725274725274, -0.15625, 1.0
261, -2.062271062271062, 0.12576312576312576, -0.0625, 1.0
262, -1.722832722832723, -0.16483516483516483, 0.0, 1.0
263, -1.5763125763125763, -0.4713064713064713, 0.0625, 0.0
264, -1.2283272283272284, -1.0952380952380953, 0.15625, 0.0
265, -1.043956043956044, -0.41147741147741146, 0.21875, 0.0
266, -0.7521367521367521, -0.07692307692307693, 0.21875, 0.0
267, -0.41147741147741146, -0.536019536019536, 0.09375, 0.0
268, -0.6764346764346765, -0.9365079365079365, 0.0, 0.0
269, -1.115995115995116, -1.0512820512820513, 0.15625, 0.0
270, -0.8327228327228328, -0.6923076923076923, 0.40625, 0.0
271, -1.216117216117216, -0.5421245421245421, 0.40625, 0.0
272, -1.5262515262515262, -0.3833943833943834, 0.375, 0.0
273, -1.4822954822954824, -0.20024420024420025, 0.46875, 0.0
274, -1.3394383394383393, -0.5604395604395604, 0.59375, 0.0
275, -0.63003663003663, -0.3199023199023199, 0.75, 0.0
276, -0.10622710622710622, 0.3968253968253968, 0.8125, 0.0
277, -1.5323565323565325, 1.0598290598290598, 0.40625, 0.0
278, -4.885225885225886, 0.7667887667887668, 0.71875, 0.0
279, -2.6043956043956045, 0.09401709401709402, 1.65625, 0.0
280, -0.47619047619047616, -1.5421245421245422, 1.65625, 0.0
281, -0.07814407814407814, -1.7985347985347986, 1.59375, 0.0
282, 0.23687423687423687, -0.5860805860805861, 1.15625, 0.0
283, -1.0976800976800978, -0.34065934065934067, 1.5625, 0.0
284, 0.3333333333333333, -0.8925518925518926, 1.5625, 0.0
285, 1.5115995115995116, -0.32234432234432236, 1.46875, 0.0
286, 1.4908424908424909, -0.7875457875457875, 1.34375, 0.0
287, 1.3308913308913308, -2.2979242979242978, 1.21875, 0.0
288, 1.7448107448107448, -1.4065934065934067, 1.5625, 0.0
289, 2.536019536019536, -0.5921855921855922, 1.46875, 0.0
290, 2.8595848595848596, -0.8876678876678876, 1.375, 0.0
291, 3.3333333333333335, -1.6862026862026862, 1.09375, 0.0
292, 2.9096459096459095, -1.4188034188034189, 0.90625, 0.0
293, 2.0671550671550674, -1.5592185592185592, 1.125, 0.0
294, 1.989010989010989, -1.7594627594627594, 1.0625, 0.0
295, 2.1807081807081805, -1.3137973137973138, 0.96875, 0.0
296, 2.029304029304029, -0.73992673992674, 0.8125, 0.0
297, 2.0427350427350426, -0.9218559218559218, 0.8125, 0.0
298, 2.437118437118437, -1.2026862026862026, 0.71875, 0.0
299, 2.5494505494505493, -0.652014652014652, 0.59375, 0.0
300, 2.1697191697191696, -0.5531135531135531, 0.5, 0.0
301, 1.9242979242979243, -0.746031746031746, 0.375, 0.0
302, 1.6507936507936507, -0.9633699633699634, 0.25, 0.0
303, 1.083028083028083, -0.724053724053724, 0.1875, 0.0
304, 0.5726495726495726, -0.873015873015873, 0.1875, 0.0
305, 0.6202686202686203, -0.8302808302808303, 0.15625, 0.0
306, 0.4371184371184371, -0.22344322344322345, 0.03125, 1.0
307, 0.16361416361416362, -0.13064713064713065, 0.0, 1.0
308, 0.4175824175824176, -0.6837606837606838, 0.0, 1.0
309, 1.0488400488400489, -0.73992673992674, 0.0625, 1.0
310, 0.9914529914529915, -0.5506715506715507, 0.03125, 1.0
311, 0.7191697191697192, -0.5177045177045178, -0.03125, 1.0
312, 0.9816849816849816, -0.5628815628815629, -0.125, 1.0
313, 1.1916971916971917, -0.927960927960928, -0.25, 1.0
314, 1.2466422466422467, -0.9877899877899878, -0.40625, 1.0
315, 0.8229548229548229, -0.6056166056166056, -0.5, 1.0
316, 0.13797313797313798, -0.09523809523809523, -0.59375, 1.0
317, 0.20634920634920634, -0.1575091575091575, -0.625, 1.0
318, 0.4908424908424908, -0.6373626373626373, -0.6875, 1.0
319, 0.01098901098901099, -0.6251526251526252, -0.78125, 1.0
320, -0.29181929181929184, -0.5335775335775336, -0.8125, 1.0
321, -0.3492063492063492, -0.10744810744810745, -0.90625, 1.0
322, 0.001221001221001221, -0.39194139194139194, -0.8125, 1.0
323, -0.0463980463980464, -0.8327228327228328, -0.8125, 1.0
324, -0.03663003663003663, -0.7619047619047619, -0.84375, 1.0
325, -0.9194139194139194, -0.5067155067155067, -0.96875, 1.0
326, -0.9719169719169719, -0.536019536019536, -0.9375, 1.0
327, -1.028083028083028, -0.927960927960928, -1.15625, 1.0
328, -0.4603174603174603, -1.188034188034188, -1.15625, 1.0
329, -0.08058608058608059, -1.2063492063492063, -1.15625, 1.0
330, -1.6617826617826619, -0.16483516483516483, -1.1875, 1.0
331, -2.9621489621489623, 0.44078144078144077, -1.21875, 1.0
332, -2.7374847374847375, -0.6642246642246642, -1.1875, 1.0
333, -2.9975579975579976, -0.5152625152625152, -1.125, 1.0
334, -2.9145299145299144, -0.3663003663003663, -0.9375, 1.0
335, -3.0073260073260073, -0.3785103785103785, -0.8125, 1.0
336, -3.076923076923077, -0.01221001221001221, -0.65625, 1.0
337, -3.514041514041514, 0.22832722832722832, -0.5625, 1.0
338, -2.8107448107448105, -0.21978021978021978, -0.46875, 1.0
339, -2.2967032967032965, -0.5543345543345544, -0.375, 1.0
340, -1.9267399267399268, -0.4713064713064713, -0.34375, 1.0
341, -1.7057387057387057, -0.4542124542124542, -0.4375, 1.0
342, -2.1172161172161172, 0.08424908424908426, -0.5, 1.0
343, -2.4932844932844933, 0.01098901098901099, -0.375, 1.0
344, -2.995115995115995, -0.23321123321123322, -0.25, 1.0
345, -3.0915750915750917, 0.0, -0.1875, 1.0
346, -2.800976800976801, -0.03418803418803419, -0.09375, 1.0
347, -2.1477411477411477, -0.06593406593406594, -0.0625, 1.0
348, -1.9609279609279608, 0.2625152625152625, 0.0, 1.0
349, -1.9474969474969475, 0.08180708180708181, 0.15625, 0.0
350, -1.8815628815628815, -0.3125763125763126, 0.28125, 0.0
351, -1.2967032967032968, -0.6910866910866911, 0.34375, 0.0
352, -0.9706959706959707, -0.8412698412698413, 0.25, 0.0
353, -1.468864468864469, -0.6910866910866911, 0.3125, 0.0
354, -1.6996336996336996, -0.8070818070818071, 0.4375, 0.0
355, -1.592185592185592, -0.9316239316239316, 0.46875, 0.0
356, -1.4212454212454213, -0.7594627594627594, 0.5, 0.0
357, -1.7423687423687424, -0.18192918192918192, 0.375, 0.0
358, -2.241758241758242, 0.1623931623931624, 0.78125, 0.0
359, -1.6288156288156288, -0.9181929181929182, 1.0, 0.0
360, -1.3565323565323566, -0.3553113553113553, 1.09375, 0.0
361, -0.9951159951159951, 0.09035409035409035, 1.03125, 0.0
362, -1.3443223443223444, -0.13186813186813187, 0.8125, 0.0
363, -0.5433455433455433, -0.2039072039072039, 1.34375, 0.0
364, 0.11843711843711843, -0.19658119658119658, 1.46875, 0.0
365, -0.17826617826617827, -0.6141636141636142, 1.46875, 0.0
366, 0.5897435897435898, -1.3907203907203907, 1.375, 0.0
367, 0.1794871794871795, -0.6178266178266179, 1.25, 0.0
368, 0.22466422466422467, -0.2612942612942613, 1.5625, 0.0
369, 0.5873015873015873, -0.7582417582417582, 1.5, 0.0
370, 1.4945054945054945, -1.363858363858364, 1.5, 0.0
371, 2.1013431013431014, -1.9951159951159951, 1.15625, 0.0
372, 1.2295482295482296, -1.7411477411477412, 1.0, 0.0
373, 1.6117216117216118, -1.164835164835165, 1.34375, 0.0
374, 2.172161172161172, -1.4493284493284493, 1.28125, 0.0
375, 2.496947496947497, -1.5531135531135531, 1.125, 0.0
376, 2.7155067155067156, -1.3724053724053724, 0.71875, 0.0
377, 1.4285714285714286, -0.7374847374847375, 0.46875, 0.0
378, 1.6813186813186813, -0.6776556776556777, 0.90625, 0.0
379, 2.0549450549450547, -0.8827838827838828, 0.875, 0.0
380, 1.6935286935286935, -0.6776556776556777, 0.84375, 0.0
381, 1.6825396825396826, -0.29914529914529914, 0.59375, 0.0
382, 1.474969474969475, -0.43101343101343104, 0.6875, 0.0
383, 2.0244200244200243, -0.9706959706959707, 0.75, 0.0
384, 1.9804639804639805, -0.8266178266178266, 0.625, 0.0
385, 1.9328449328449329, -0.7851037851037851, 0.5, 0.0
386, 1.8156288156288156, -0.6239316239316239, 0.375, 0.0
387, 1.641025641025641, -0.503052503052503, 0.25, 0.0
388, 1.3577533577533578, -0.6031746031746031, 0.125, 0.0
389, 1.188034188034188, -0.24053724053724054, 0.125, 1.0
390, 1.0879120879120878, -1.1037851037851039, 0.125, 1.0
391, 1.3076923076923077, -0.6581196581196581, 0.03125, 1.0
392, 1.3308913308913308, -0.08058608058608059, -0.09375, 1.0
393, 1.1135531135531136, -0.6495726495726496, -0.25, 1.0
394, 0.9743589743589743, -0.9926739926739927, -0.3125, 1.0
395, 0.7838827838827839, -0.27228327228327226, -0.34375, 1.0
396, 0.4700854700854701, -0.01221001221001221, -0.375, 1.0
397, 0.575091575091575, -0.2686202686202686, -0.40625, 1.0
398, 0.9938949938949939, -0.7802197802197802, -0.46875, 1.0
399, 1.2344322344322345, -1.177045177045177, -0.59375, 1.0
400, 0.7692307692307693, -1.164835164835165, -0.71875, 1.0
401, 0.052503052503052504, -0.5323565323565324, -0.78125, 1.0
402, -0.4236874236874237, -0.27472527472527475, -0.8125, 1.0
403, -0.8107448107448108, -0.5128205128205128, -0.8125, 1.0
404, -0.5995115995115995, -0.9584859584859585, -0.875, 1.0
405, -0.2600732600732601, -1.017094017094017, -0.9375, 1.0
406, -0.8693528693528694, -0.6336996336996337, -0.96875, 1.0
407, -0.8241758241758241, -0.8522588522588522, -1.0, 1.0
408, -1.5274725274725274, -0.612942612942613, -1.0, 1.0
409, -1.7472527472527473, -0.3076923076923077, -0.9375, 1.0
410, -1.5262515262515262, -0.6862026862026862, -0.90625, 1.0
411, -1.9633699633699633, -0.8717948717948718, -0.96875, 1.0
412, -1.7252747252747254, -0.8632478632478633, -1.0625, 1.0
413, -0.9731379731379731, -0.6434676434676435, -1.0, 1.0
414, -1.221001221001221, -0.0989010989010989, -1.03125, 1.0
415, -1.8253968253968254, -0.32967032967032966, -1.0, 1.0
416, -1.7118437118437118, -0.6764346764346765, -0.96875, 1.0
417, -2.15018315018315, -0.8998778998778999, -1.0, 1.0
418, -3.5164835164835164, -0.15995115995115994, -0.96875, 1.0
419, -3.9365079365079363, 0.20512820512820512, -0.75, 1.0
420, -3.2612942612942613, -0.10622710622710622, -0.59375, 1.0
421, -2.9206349206349205, -0.09035409035409035, -0.5, 1.0
422, -2.2783882783882783, -0.08058608058608059, -0.46875, 1.0
423, -2.52014652014652, 0.028083028083028084, -0.46875, 1.0
424, -3.335775335775336, 0.32112332112332115, -0.4375, 1.0
425, -2.9902319902319903, 0.050061050061050064, -0.28125, 1.0
