timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ, button
1198, 0.07326007326007326, 0.042735042735042736, -0.34554334554334554, 0.0, -0.0625, -0.09375, 0.0
1199, 0.23931623931623933, 0.18681318681318682, -0.3797313797313797, -0.0625, -0.03125, 0.0, 0.0
1200, 0.2844932844932845, 0.05372405372405373, -0.2026862026862027, -0.0625, -0.09375, 0.0, 0.0
1201, 0.1684981684981685, 0.02197802197802198, -0.12576312576312576, -0.03125, -0.09375, 0.0, 0.0
1, 0.017094017094017096, -0.10012210012210013, -0.30158730158730157, 0.0, -0.125, 0.0, 0.0
2, 0.09157509157509157, -0.15506715506715507, -0.503052503052503, -0.0625, -0.09375, -0.03125, 0.0
3, 0.06715506715506715, -0.07448107448107448, -0.6422466422466423, -0.09375, -0.125, -0.0625, 0.0
4, 0.10500610500610501, -0.336996336996337, -0.20634920634920634, -0.0625, -0.125, -0.15625, 0.0
5, -0.18437118437118438, -0.6007326007326007, -0.4725274725274725, -0.03125, -0.1875, -0.1875, 0.0
6, -0.47985347985347987, -0.37606837606837606, -0.6568986568986569, -0.28125, -0.4375, -0.1875, 0.0
7, -1.2246642246642248, 0.34065934065934067, -0.452991452991453, -0.34375, -0.5, -0.03125, 0.0
8, -1.1074481074481075, 0.08302808302808302, -0.32967032967032966, -0.09375, -0.3125, 0.0625, 0.0
9, -1.0122100122100122, -0.1575091575091575, -0.49694749694749696, 0.0625, -0.21875, 0.125, 0.0
10, -0.9926739926739927, -0.41514041514041516, -0.7863247863247863, 0.09375, 0.125, 0.15625, 0.0
11, -0.5152625152625152, -0.6043956043956044, -0.7619047619047619, -0.03125, 0.21875, 0.09375, 0.0
12, -0.2148962148962149, -0.43956043956043955, -0.41147741147741146, -0.1875, 0.09375, 0.0, 0.0
13, -0.007326007326007326, -0.05128205128205128, 0.03907203907203907, -0.15625, -0.0625, -0.03125, 0.0
14, -0.2515262515262515, 0.1562881562881563, -0.054945054945054944, 0.0, -0.03125, -0.03125, 0.0
15, -0.3162393162393162, -0.04395604395604396, -0.5018315018315018, 0.125, 0.15625, -0.0625, 0.0
