timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ, button
983, 0.003663003663003663, -0.040293040293040296, -0.05860805860805861, -0.09375, 0.03125, 0.03125, 0.0
984, -0.015873015873015872, -0.04395604395604396, -0.040293040293040296, -0.09375, 0.03125, 0.03125, 0.0
985, 0.013431013431013432, -0.03296703296703297, -0.05128205128205128, -0.09375, 0.03125, 0.0625, 0.0
1, 0.002442002442002442, -0.05128205128205128, -0.08058608058608059, -0.09375, 0.03125, 0.03125, 0.0
2, -0.003663003663003663, -0.03296703296703297, -0.08669108669108669, -0.09375, 0.03125, 0.03125, 0.0
3, -0.009768009768009768, -0.030525030525030524, -0.07448107448107448, -0.09375, 0.03125, 0.03125, 0.0
4, 0.0, -0.029304029304029304, -0.04151404151404151, -0.09375, 0.03125, 0.0625, 0.0
5, 0.02442002442002442, -0.050061050061050064, -0.02442002442002442, -0.09375, 0.03125, 0.0625, 0.0
6, 0.026862026862026864, -0.04151404151404151, -0.04151404151404151, -0.09375, 0.03125, 0.03125, 0.0
7, -0.006105006105006105, -0.029304029304029304, -0.06105006105006105, -0.09375, 0.03125, 0.03125, 0.0
8, 0.003663003663003663, -0.040293040293040296, -0.08669108669108669, -0.09375, 0.03125, 0.03125, 0.0
9, 0.008547008547008548, -0.047619047619047616, -0.08424908424908426, -0.09375, 0.03125, 0.03125, 0.0
10, -0.001221001221001221, -0.02442002442002442, -0.029304029304029304, -0.09375, 0.03125, 0.03125, 0.0
11, -0.018315018315018316, -0.017094017094017096, 0.001221001221001221, -0.09375, 0.0625, 0.03125, 0.0
12, 0.01098901098901099, -0.03418803418803419, -0.009768009768009768, -0.09375, 0.03125, 0.03125, 0.0
13, 0.01098901098901099, -0.03785103785103785, -0.054945054945054944, -0.09375, 0.0, 0.03125, 0.0
14, -0.045177045177045176, -0.031746031746031744, -0.10012210012210013, -0.09375, 0.03125, 0.03125, 0.0
15, -0.03540903540903541, -0.03418803418803419, -0.09768009768009768, -0.09375, 0.0625, 0.03125, 0.0
16, 0.0231990231990232, -0.05372405372405373, -0.04151404151404151, -0.09375, 0.03125, 0.03125, 0.0
17, 0.01221001221001221, -0.045177045177045176, -0.05860805860805861, -0.09375, 0.0, 0.03125, 0.0
18, -0.017094017094017096, -0.028083028083028084, 0.006105006105006105, -0.09375, 0.0, 0.03125, 0.0
19, -0.004884004884004884, -0.045177045177045176, -0.07936507936507936, -0.09375, 0.03125, 0.03125, 0.0
20, 0.014652014652014652, -0.045177045177045176, -0.1111111111111111, -0.09375, 0.0, 0.03125, 0.0
21, 0.0, -0.05128205128205128, -0.10012210012210013, -0.09375, 0.03125, 0.03125, 0.0
22, 0.02442002442002442, 0.003663003663003663, -0.003663003663003663, -0.09375, 0.03125, 0.03125, 0.0
23, 0.008547008547008548, -0.07326007326007326, -0.11355311355311355, -0.09375, 0.03125, 0.03125, 0.0
24, -0.008547008547008548, -0.05372405372405373, -0.09768009768009768, -0.09375, 0.0, 0.03125, 0.0
25, -0.030525030525030524, -0.045177045177045176, -0.0989010989010989, -0.09375, 0.03125, 0.03125, 0.0
26, 0.020757020757020756, -0.054945054945054944, -0.004884004884004884, -0.09375, 0.0625, 0.03125, 0.0
27, 0.05982905982905983, -0.03785103785103785, -0.06593406593406594, -0.09375, 0.03125, 0.03125, 0.0
28, 0.007326007326007326, -0.017094017094017096, -0.020757020757020756, -0.09375, 0.0, 0.03125, 0.0
29, -0.05616605616605617, -0.03907203907203907, -0.03540903540903541, -0.09375, 0.0, 0.03125, 0.0
30, 0.01221001221001221, -0.05372405372405373, -0.0757020757020757, -0.09375, 0.03125, 0.03125, 0.0
31, 0.03540903540903541, -0.04884004884004884, -0.08913308913308914, -0.09375, 0.0, 0.03125, 0.0
32, -0.009768009768009768, -0.03785103785103785, -0.06349206349206349, -0.09375, 0.03125, 0.03125, 0.0
33, 0.009768009768009768, -0.026862026862026864, -0.05128205128205128, -0.09375, 0.03125, 0.03125, 0.0
34, -0.026862026862026864, -0.050061050061050064, -0.050061050061050064, -0.09375, 0.0, 0.03125, 0.0
35, -0.03296703296703297, -0.040293040293040296, -0.0695970695970696, -0.09375, 0.0, 0.03125, 0.0
36, -0.001221001221001221, -0.04395604395604396, -0.06349206349206349, -0.09375, 0.03125, 0.03125, 0.0
37, 0.018315018315018316, -0.047619047619047616, -0.045177045177045176, -0.09375, 0.03125, 0.03125, 0.0
38, 0.006105006105006105, -0.029304029304029304, -0.030525030525030524, -0.09375, 0.03125, 0.03125, 0.0
39, -0.009768009768009768, -0.02564102564102564, -0.031746031746031744, -0.09375, 0.0, 0.03125, 0.0
40, -0.013431013431013432, -0.02564102564102564, -0.07692307692307693, -0.09375, 0.0, 0.03125, 0.0
41, 0.001221001221001221, -0.047619047619047616, -0.09523809523809523, -0.09375, 0.03125, 0.03125, 0.0
42, 0.006105006105006105, -0.040293040293040296, -0.06227106227106227, -0.09375, 0.03125, 0.03125, 0.0
43, 0.009768009768009768, -0.047619047619047616, -0.045177045177045176, -0.09375, 0.03125, 0.03125, 0.0
44, 0.014652014652014652, -0.02564102564102564, -0.03296703296703297, -0.09375, 0.03125, 0.03125, 0.0
45, -0.018315018315018316, -0.029304029304029304, -0.03663003663003663, -0.09375, 0.0, 0.03125, 0.0
46, 0.001221001221001221, -0.03663003663003663, -0.05860805860805861, -0.09375, 0.03125, 0.03125, 0.0
47, 0.009768009768009768, -0.03663003663003663, -0.07814407814407814, -0.09375, 0.03125, 0.03125, 0.0
48, 0.02197802197802198, -0.06715506715506715, -0.1282051282051282, -0.09375, 0.03125, 0.03125, 0.0
49, -0.013431013431013432, -0.03663003663003663, -0.07814407814407814, -0.09375, 0.0, 0.03125, 0.0
50, -0.040293040293040296, -0.014652014652014652, 0.008547008547008548, -0.09375, 0.03125, 0.03125, 0.0
51, -0.002442002442002442, -0.017094017094017096, 0.002442002442002442, -0.09375, 0.03125, 0.03125, 0.0
52, 0.013431013431013432, -0.028083028083028084, -0.02564102564102564, -0.0625, 0.03125, 0.03125, 0.0
53, 0.006105006105006105, -0.02442002442002442, -0.050061050061050064, -0.0625, 0.03125, 0.03125, 0.0
54, -0.03663003663003663, -0.03907203907203907, -0.10744810744810745, -0.09375, 0.0, 0.03125, 0.0
55, -0.015873015873015872, -0.03907203907203907, -0.06349206349206349, -0.09375, 0.03125, 0.03125, 0.0
56, 0.004884004884004884, -0.03296703296703297, 0.001221001221001221, -0.09375, 0.03125, 0.03125, 0.0
57, 0.02564102564102564, -0.05860805860805861, -0.02197802197802198, -0.0625, 0.03125, 0.03125, 0.0
58, 0.0231990231990232, -0.03540903540903541, -0.07203907203907203, -0.0625, 0.0, 0.03125, 0.0
59, 0.001221001221001221, -0.045177045177045176, -0.11965811965811966, -0.09375, 0.0, 0.03125, 0.0
60, -0.02564102564102564, -0.054945054945054944, -0.13064713064713065, -0.09375, 0.03125, 0.03125, 0.0
61, -0.001221001221001221, -0.050061050061050064, -0.09523809523809523, -0.09375, 0.0625, 0.03125, 0.0
62, 0.009768009768009768, -0.009768009768009768, -0.03540903540903541, -0.09375, 0.03125, 0.03125, 0.0
63, 0.0, -0.02442002442002442, -0.03907203907203907, -0.09375, 0.03125, 0.03125, 0.0
64, 0.009768009768009768, -0.02197802197802198, -0.047619047619047616, -0.09375, 0.03125, 0.03125, 0.0
65, 0.01098901098901099, -0.028083028083028084, -0.06715506715506715, -0.09375, 0.03125, 0.03125, 0.0
66, 0.05982905982905983, -0.026862026862026864, -0.05982905982905983, -0.09375, 0.03125, 0.0625, 0.0
67, 0.05616605616605617, -0.031746031746031744, -0.07936507936507936, -0.09375, 0.0, 0.03125, 0.0
68, -0.013431013431013432, -0.054945054945054944, -0.10012210012210013, -0.09375, 0.0, 0.03125, 0.0
69, -0.002442002442002442, -0.02442002442002442, -0.03296703296703297, -0.09375, 0.03125, 0.03125, 0.0
70, 0.009768009768009768, -0.006105006105006105, -0.01221001221001221, -0.09375, 0.03125, 0.03125, 0.0
71, 0.007326007326007326, -0.008547008547008548, -0.02442002442002442, -0.09375, 0.03125, 0.03125, 0.0
72, 0.02197802197802198, -0.047619047619047616, -0.10378510378510379, -0.09375, 0.0, 0.03125, 0.0
73, -0.026862026862026864, -0.04151404151404151, -0.12087912087912088, -0.09375, 0.03125, 0.03125, 0.0
74, -0.003663003663003663, -0.02564102564102564, -0.057387057387057384, -0.09375, 0.03125, 0.03125, 0.0
75, 0.001221001221001221, 0.01221001221001221, 0.014652014652014652, -0.09375, 0.03125, 0.0625, 0.0
76, 0.03663003663003663, -0.030525030525030524, -0.015873015873015872, -0.09375, 0.03125, 0.0625, 0.0
77, 0.040293040293040296, -0.03785103785103785, -0.08669108669108669, -0.09375, 0.03125, 0.03125, 0.0
78, 0.020757020757020756, -0.05128205128205128, -0.12942612942612944, -0.09375, 0.03125, 0.03125, 0.0
79, 0.015873015873015872, -0.04151404151404151, -0.09768009768009768, -0.09375, 0.03125, 0.03125, 0.0
80, 0.008547008547008548, -0.007326007326007326, -0.03296703296703297, -0.09375, 0.03125, 0.03125, 0.0
81, 0.01098901098901099, -0.020757020757020756, -0.050061050061050064, -0.09375, 0.03125, 0.03125, 0.0
82, 0.009768009768009768, -0.02442002442002442, -0.05982905982905983, -0.09375, 0.0, 0.03125, 0.0
83, 0.003663003663003663, -0.03418803418803419, -0.09157509157509157, -0.09375, 0.03125, 0.03125, 0.0
84, 0.01221001221001221, -0.02442002442002442, -0.057387057387057384, -0.09375, 0.03125, 0.03125, 0.0
85, 0.015873015873015872, -0.030525030525030524, -0.07326007326007326, -0.09375, 0.03125, 0.03125, 0.0
86, 0.014652014652014652, -0.028083028083028084, -0.07692307692307693, -0.09375, 0.03125, 0.03125, 0.0
87, -0.01221001221001221, -0.018315018315018316, -0.06837606837606838, -0.09375, 0.03125, 0.03125, 0.0
88, 0.003663003663003663, -0.008547008547008548, -0.031746031746031744, -0.09375, 0.03125, 0.03125, 0.0
89, 0.008547008547008548, -0.013431013431013432, -0.03907203907203907, -0.09375, 0.03125, 0.03125, 0.0
